country_code,country_name,parent_handle,parent_title,option_names,variant_label,variant_sku,retail_price,compare_at_price,catalog_handle
CL,Chile,cadena-egipcia-hombre,Cadena Egipcia Hombre,Medida,6mm/65cm,,72500.0,105000.0,cadena-egipcia-hombre--6mm-65cm
CL,Chile,cadena-entrelazada-hombre,Cadena Entrelazada Hombre,Medida,5mm/65cm,,69184.0,92245.0,cadena-entrelazada-hombre--5mm-65cm
CL,Chile,cadena-entrelazada-hombre,Cadena Entrelazada Hombre,Medida,6mm/65mm,,72825.0,97100.0,cadena-entrelazada-hombre--6mm-65mm
CL,Chile,cadena-cartier-hombre-1,CADENA ESLABON HOMBRE,Medida,6mm/65cm,42500,24120.0,,cadena-cartier-hombre-1--6mm-65cm
CL,Chile,cadena-cartier-hombre-1,CADENA ESLABON HOMBRE,Medida,7mm/65cm,42520,26392.0,,cadena-cartier-hombre-1--7mm-65cm
CL,Chile,cadena-cartier-hombre,Cadena Eslabon Hombre,Medida,6mm/65cm,42500,24120.0,100000.0,cadena-cartier-hombre--6mm-65cm
CL,Chile,cadena-cartier-hombre,Cadena Eslabon Hombre,Medida,7mm/65cm,42520,26392.0,110000.0,cadena-cartier-hombre--7mm-65cm
CL,Chile,cadena-franco-hombre4mm,Cadena Franco Hombre 4mm,Largo | Medida,3mm/65cm / 65cm,,51000.0,68000.0,cadena-franco-hombre4mm--3mm-65cm-65cm
CL,Chile,cadena-franco-hombre4mm,Cadena Franco Hombre 4mm,Largo | Medida,4mm/65cm / 65cm,,56512.0,75000.0,cadena-franco-hombre4mm--4mm-65cm-65cm
CL,Chile,cadena-franco-hombre4mm,Cadena Franco Hombre 4mm,Largo | Medida,6mm/65cm / 65cm,,65643.0,85000.0,cadena-franco-hombre4mm--6mm-65cm-65cm
CL,Chile,cadena-grabada-hombre,Cadena Grabada Hombre,Largo | Medida,4mm/65cm / 65cm,,52500.0,75000.0,cadena-grabada-hombre--4mm-65cm-65cm
CL,Chile,cadena-grabada-hombre,Cadena Grabada Hombre,Largo | Medida,6mm/65cm / 65cm,,70000.0,100000.0,cadena-grabada-hombre--6mm-65cm-65cm
CL,Chile,cadena-grabada-hombre,Cadena Grabada Hombre,Largo | Medida,8mm/65cm / 65cm,,81900.0,117000.0,cadena-grabada-hombre--8mm-65cm-65cm
CL,Chile,cadena-granocafe-hombre,Cadena Grano de Café Hombre,Medida,6mm/65cm,,65900.0,87390.0,cadena-granocafe-hombre--6mm-65cm
CL,Chile,cadena-granocafe-hombre,Cadena Grano de Café Hombre,Medida,7mm/65cm,,72825.0,97100.0,cadena-granocafe-hombre--7mm-65cm
CL,Chile,cadena-lazo-hombre,Cadena Lazo Hombre,Largo | Medida,4mm/65cm / 65cm,,52500.0,75000.0,cadena-lazo-hombre--4mm-65cm-65cm
CL,Chile,cadena-lazo-hombre,Cadena Lazo Hombre,Largo | Medida,6mm/65cm / 65cm,,70000.0,100000.0,cadena-lazo-hombre--6mm-65cm-65cm
CL,Chile,cadena-lazo-hombre,Cadena Lazo Hombre,Largo | Medida,8mm/65cm / 65cm,,81900.0,117000.0,cadena-lazo-hombre--8mm-65cm-65cm
CL,Chile,cadena-rustica-hombre,Cadena Rustica Hombre,Largo | Medida,4mm/65cm / 65cm,,59500.0,85000.0,cadena-rustica-hombre--4mm-65cm-65cm
CL,Chile,cadena-rustica-hombre,Cadena Rustica Hombre,Largo | Medida,6mm/65cm / 65cm,,72500.0,10500.0,cadena-rustica-hombre--6mm-65cm-65cm
CL,Chile,cadena-serpiente-hombre,Cadena Serpiente Hombre,Largo | Medida,4mm/65cm / 65cm,,52500.0,75000.0,cadena-serpiente-hombre--4mm-65cm-65cm
CL,Chile,cadena-serpiente-hombre,Cadena Serpiente Hombre,Largo | Medida,6mm/65cm / 65cm,,70000.0,100000.0,cadena-serpiente-hombre--6mm-65cm-65cm
CL,Chile,cadena-serpiente-hombre,Cadena Serpiente Hombre,Largo | Medida,8mm/65cm / 65cm,,81900.0,117000.0,cadena-serpiente-hombre--8mm-65cm-65cm
CL,Chile,cadena-veneciana-hombre,Cadena Veneciana Hombre,Largo | Medida,4mm/65cm / 65cm,,50978.0,68000.0,cadena-veneciana-hombre--4mm-65cm-65cm
CL,Chile,cadena-veneciana-hombre,Cadena Veneciana Hombre,Largo | Medida,6mm/65cm / 65cm,,65543.0,87390.0,cadena-veneciana-hombre--6mm-65cm-65cm
CL,Chile,pulsera-chinesca-edicion-limitada-hombre,Pulsera Chinesca Edición Limitada Hombre,Medida,8mm/20cm,,50600.0,79000.0,pulsera-chinesca-edicion-limitada-hombre--8mm-20cm
CL,Chile,pulsera-chinesca-edicion-limitada-hombre,Pulsera Chinesca Edición Limitada Hombre,Medida,3mm/20cm,,38400.0,60000.0,pulsera-chinesca-edicion-limitada-hombre--3mm-20cm
CL,Chile,pulsera-chinesca-edicion-limitada-hombre,Pulsera Chinesca Edición Limitada Hombre,Medida,6mm/20cm,,42900.0,67000.0,pulsera-chinesca-edicion-limitada-hombre--6mm-20cm
CL,Chile,pulsera-chinesca-hombre,Pulsera Chinesca Hombre,Medida,8mm/20cm,54890,50600.0,79000.0,pulsera-chinesca-hombre--8mm-20cm
CL,Chile,pulsera-chinesca-hombre,Pulsera Chinesca Hombre,Medida,3mm/20cm,54883-0,38400.0,60000.0,pulsera-chinesca-hombre--3mm-20cm
CL,Chile,pulsera-chinesca-hombre,Pulsera Chinesca Hombre,Medida,6mm/20cm,54888-1,42900.0,67000.0,pulsera-chinesca-hombre--6mm-20cm
CL,Chile,china-doble-carrier-65cm-virgen-swarovski-44888-22146,Pulsera Cruzada Hombre,20cm,4mm,54202,47900.0,58000.0,china-doble-carrier-65cm-virgen-swarovski-44888-22146--4mm
CL,Chile,china-doble-carrier-65cm-virgen-swarovski-44888-22146,Pulsera Cruzada Hombre,20cm,6mm,54203,50900.0,68000.0,china-doble-carrier-65cm-virgen-swarovski-44888-22146--6mm
CL,Chile,pulsera-cubana-hombre,Pulsera Cubana Hombre,Medida,4mm/20cm,,38452.0,56000.0,pulsera-cubana-hombre--4mm-20cm
CL,Chile,pulsera-cubana-hombre,Pulsera Cubana Hombre,Medida,6mm/20cm,,43695.0,62000.0,pulsera-cubana-hombre--6mm-20cm
CL,Chile,pulsera-cubana-hombre,Pulsera Cubana Hombre,Medida,8mm/20cm,,46413.0,67000.0,pulsera-cubana-hombre--8mm-20cm
CL,Chile,pulsera-cartier-hombre,Pulsera Eslabon Hombre,Medida,6mm/20cm,,43695.0,58260.0,pulsera-cartier-hombre--6mm-20cm
CL,Chile,pulsera-cartier-hombre,Pulsera Eslabon Hombre,Medida,9mm/20cm,,48772.0,58260.0,pulsera-cartier-hombre--9mm-20cm
CL,Chile,cadena-china-65cm-copia-1,Pulsera Franco Hombre,Medida,4mm/20cm,,38452.0,52000.0,cadena-china-65cm-copia-1--4mm-20cm
CL,Chile,cadena-china-65cm-copia-1,Pulsera Franco Hombre,Medida,6mm/20cm,,43695.0,58260.0,cadena-china-65cm-copia-1--6mm-20cm
CL,Chile,pulsera-grabada-hombre,Pulsera Grabada Hombre,Medida,4mmm/20cm,,38452.0,56000.0,pulsera-grabada-hombre--4mmm-20cm
CL,Chile,pulsera-grabada-hombre,Pulsera Grabada Hombre,Medida,6mm/20cm,,43695.0,62000.0,pulsera-grabada-hombre--6mm-20cm
CL,Chile,pulsera-grabada-hombre,Pulsera Grabada Hombre,Medida,8mm/20cm,,46414.0,67000.0,pulsera-grabada-hombre--8mm-20cm
CL,Chile,pulsera-lazo-hombre,Pulsera Lazo Hombre,Medida,4mm/20cm,,38452.0,56000.0,pulsera-lazo-hombre--4mm-20cm
CL,Chile,pulsera-lazo-hombre,Pulsera Lazo Hombre,Medida,6mm/20cm,,43695.0,62000.0,pulsera-lazo-hombre--6mm-20cm
CL,Chile,pulsera-lazo-hombre,Pulsera Lazo Hombre,Medida,8mm/20cm,,46614.0,67000.0,pulsera-lazo-hombre--8mm-20cm
CL,Chile,pulsera-rustica-hombre,Pulsera Rustica Hombre,Medida,4mm/20cm,,40000.0,53500.0,pulsera-rustica-hombre--4mm-20cm
CL,Chile,pulsera-rustica-hombre,Pulsera Rustica Hombre,Medida,6mm/20cm,,43695.0,58260.0,pulsera-rustica-hombre--6mm-20cm
CL,Chile,pulsera-serpiente-hombre,Pulsera Serpiente Hombre,Medida,4mm/20cm,,38452.0,56000.0,pulsera-serpiente-hombre--4mm-20cm
CL,Chile,pulsera-serpiente-hombre,Pulsera Serpiente Hombre,Medida,6mm/20cm,,43695.0,62000.0,pulsera-serpiente-hombre--6mm-20cm
CL,Chile,pulsera-serpiente-hombre,Pulsera Serpiente Hombre,Medida,8mm/20cm,,46414.0,67000.0,pulsera-serpiente-hombre--8mm-20cm
CL,Chile,pulsera-veneciana-hombre,Pulsera Veneciana Hombre,Grosor,4mm/20cm,,38452.0,58260.0,pulsera-veneciana-hombre--4mm-20cm
CL,Chile,pulsera-veneciana-hombre,Pulsera Veneciana Hombre,Grosor,6mm/20cm,,43695.0,58260.0,pulsera-veneciana-hombre--6mm-20cm
CO,Colombia,cadena-china-45-cm,Cadena China 45 cm,MEDIDA,CADENA DAMA 45 CM,43886,134925.0,179900.0,cadena-china-45-cm--cadena-dama-45-cm
CO,Colombia,cadena-china-45-cm,Cadena China 45 cm,MEDIDA,CADENA CABALLERO 60,43888,84.0,112.0,cadena-china-45-cm--cadena-caballero-60
CO,Colombia,cadena-chinesa-hombre,Cadena Chinesca Hombre,Grosor,4mm/65cm,44883,175000.0,250000.0,cadena-chinesa-hombre--4mm-65cm
CO,Colombia,cadena-chinesa-hombre,Cadena Chinesca Hombre,Grosor,6mm/65cm,44888,195300.0,279000.0,cadena-chinesa-hombre--6mm-65cm
CO,Colombia,cadena-chinesa-hombre,Cadena Chinesca Hombre,Grosor,8mm/65cm,,259700.0,371000.0,cadena-chinesa-hombre--8mm-65cm
CO,Colombia,cadena-cubana-hombre,Cadena Cubana Hombre,Medida,4mm/65cm,42397,150500.0,215000.0,cadena-cubana-hombre--4mm-65cm
CO,Colombia,cadena-cubana-hombre,Cadena Cubana Hombre,Medida,6mm/65cm,42398,179900.0,257000.0,cadena-cubana-hombre--6mm-65cm
CO,Colombia,cadena-cubana-hombre,Cadena Cubana Hombre,Medida,9mm/65cm,42399,227500.0,325000.0,cadena-cubana-hombre--9mm-65cm
CO,Colombia,cadena-egipcia-hombre,Cadena Egipcia Hombre,Medida,4mm/65cm,,179900.0,257000.0,cadena-egipcia-hombre--4mm-65cm
CO,Colombia,cadena-egipcia-hombre,Cadena Egipcia Hombre,Medida,6mm/65cm,,227500.0,325000.0,cadena-egipcia-hombre--6mm-65cm
CO,Colombia,cadena-entrelazada-hombre,Cadena Entrelazada Hombre,Medida,5mm/65cm,,150500.0,215000.0,cadena-entrelazada-hombre--5mm-65cm
CO,Colombia,cadena-entrelazada-hombre,Cadena Entrelazada Hombre,Medida,6mm/65mm,,179900.0,257000.0,cadena-entrelazada-hombre--6mm-65mm
CO,Colombia,cadena-cartier-hombre,Cadena Eslabon Hombre,Medida,6mm/65cm,42500,179900.0,257000.0,cadena-cartier-hombre--6mm-65cm
CO,Colombia,cadena-cartier-hombre,Cadena Eslabon Hombre,Medida,7mm/65cm,42520,199500.0,275000.0,cadena-cartier-hombre--7mm-65cm
CO,Colombia,cadena-cartier-hombre,Cadena Eslabon Hombre,Medida,9mm/65cm,42540,75825.0,105100.0,cadena-cartier-hombre--9mm-65cm
CO,Colombia,cadena-franco-hombre4mm,Cadena Franco Hombre 4mm,Largo | Medida,3mm/65cm / 65cm,,139900.0,199900.0,cadena-franco-hombre4mm--3mm-65cm-65cm
CO,Colombia,cadena-franco-hombre4mm,Cadena Franco Hombre 4mm,Largo | Medida,4mm/65cm / 65cm,,150500.0,215000.0,cadena-franco-hombre4mm--4mm-65cm-65cm
CO,Colombia,cadena-franco-hombre4mm,Cadena Franco Hombre 4mm,Largo | Medida,6mm/65cm / 65cm,,179900.0,257000.0,cadena-franco-hombre4mm--6mm-65cm-65cm
CO,Colombia,cadena-grabada-hombre,Cadena Grabada Hombre,Largo | Medida,4mm/65cm / 65cm,,169500.0,245000.0,cadena-grabada-hombre--4mm-65cm-65cm
CO,Colombia,cadena-grabada-hombre,Cadena Grabada Hombre,Largo | Medida,6mm/65cm / 65cm,,179900.0,257000.0,cadena-grabada-hombre--6mm-65cm-65cm
CO,Colombia,cadena-grabada-hombre,Cadena Grabada Hombre,Largo | Medida,8mm/65cm / 65cm,,227500.0,325000.0,cadena-grabada-hombre--8mm-65cm-65cm
CO,Colombia,cadena-granocafe-hombre,Cadena Grano de Café Hombre,Medida,6mm/65cm,,179900.0,257000.0,cadena-granocafe-hombre--6mm-65cm
CO,Colombia,cadena-granocafe-hombre,Cadena Grano de Café Hombre,Medida,7mm/65cm,,189000.0,270000.0,cadena-granocafe-hombre--7mm-65cm
CO,Colombia,cadena-lazo-hombre,Cadena Lazo Hombre,Largo | Medida,4mm/65cm / 65cm,,150500.0,215000.0,cadena-lazo-hombre--4mm-65cm-65cm
CO,Colombia,cadena-lazo-hombre,Cadena Lazo Hombre,Largo | Medida,6mm/65cm / 65cm,,179900.0,257000.0,cadena-lazo-hombre--6mm-65cm-65cm
CO,Colombia,cadena-lazo-hombre,Cadena Lazo Hombre,Largo | Medida,8mm/65cm / 65cm,,227500.0,325000.0,cadena-lazo-hombre--8mm-65cm-65cm
CO,Colombia,cadena-lazo-mujer2mm,Cadena Lazo Mujer 2mm,Medida,2mm/45cm,42782,97425.0,129900.0,cadena-lazo-mujer2mm--2mm-45cm
CO,Colombia,cadena-lazo-mujer2mm,Cadena Lazo Mujer 2mm,Medida,3mm/45cm,42787,104925.0,139900.0,cadena-lazo-mujer2mm--3mm-45cm
CO,Colombia,cadena-rustica-hombre,Cadena Rustica Hombre,Largo | Medida,4mm/65cm / 65cm,,227500.0,325000.0,cadena-rustica-hombre--4mm-65cm-65cm
CO,Colombia,cadena-rustica-hombre,Cadena Rustica Hombre,Largo | Medida,6mm/65cm / 65cm,,248500.0,355000.0,cadena-rustica-hombre--6mm-65cm-65cm
CO,Colombia,cadena-serpiente-hombre,Cadena Serpiente Hombre,Largo | Medida,4mm/65cm / 65cm,,169500.0,245000.0,cadena-serpiente-hombre--4mm-65cm-65cm
CO,Colombia,cadena-serpiente-hombre,Cadena Serpiente Hombre,Largo | Medida,6mm/65cm / 65cm,,179900.0,257000.0,cadena-serpiente-hombre--6mm-65cm-65cm
CO,Colombia,cadena-serpiente-hombre,Cadena Serpiente Hombre,Largo | Medida,8mm/65cm / 65cm,,227500.0,325000.0,cadena-serpiente-hombre--8mm-65cm-65cm
CO,Colombia,cadena-veneciana-hombre,Cadena Veneciana Hombre,Largo | Medida,4mm/65cm / 65cm,,150500.0,215000.0,cadena-veneciana-hombre--4mm-65cm-65cm
CO,Colombia,cadena-veneciana-hombre,Cadena Veneciana Hombre,Largo | Medida,6mm/65cm / 65cm,,179900.0,257000.0,cadena-veneciana-hombre--6mm-65cm-65cm
CO,Colombia,pulsera-balin-5-italiana-y-lisa,Pulsera Balín #5 Italiana y Lisa,Color,NEGRO,,199900.0,320000.0,pulsera-balin-5-italiana-y-lisa--negro
CO,Colombia,pulsera-balin-5-italiana-y-lisa,Pulsera Balín #5 Italiana y Lisa,Color,ROJO,,199900.0,320000.0,pulsera-balin-5-italiana-y-lisa--rojo
CO,Colombia,pulsera-balin-5-italiana-y-lisa-neopreno,Pulsera Balín #5 Italiana y Lisa + Neopreno,Color,ROJA,,159000.0,280000.0,pulsera-balin-5-italiana-y-lisa-neopreno--roja
CO,Colombia,pulsera-balin-5-italiana-y-lisa-neopreno,Pulsera Balín #5 Italiana y Lisa + Neopreno,Color,NEGRA,,159000.0,280000.0,pulsera-balin-5-italiana-y-lisa-neopreno--negra
CO,Colombia,pulsera-balin-6-diamantado-ref-0209,Pulsera Balín #6 Diamantado,Color,ROJA,0209,239000.0,370000.0,pulsera-balin-6-diamantado-ref-0209--roja
CO,Colombia,pulsera-balin-6-diamantado-ref-0209,Pulsera Balín #6 Diamantado,Color,NEGRA,0210,239000.0,370000.0,pulsera-balin-6-diamantado-ref-0209--negra
CO,Colombia,pulsera-chinesca-hombre,Pulsera Chinesca Hombre,Medida,4mm/20cm,54883-0,114800.0,185000.0,pulsera-chinesca-hombre--4mm-20cm
CO,Colombia,pulsera-chinesca-hombre,Pulsera Chinesca Hombre,Medida,6mm/20cm,54888-1,129500.0,199900.0,pulsera-chinesca-hombre--6mm-20cm
CO,Colombia,pulsera-chinesca-hombre,Pulsera Chinesca Hombre,Medida,8mm/20cm,54890,139900.0,164000.0,pulsera-chinesca-hombre--8mm-20cm
CO,Colombia,pulsera-cubana-hombre,Pulsera Cubana Hombre,Medida,4mm/20cm,,99400.0,142000.0,pulsera-cubana-hombre--4mm-20cm
CO,Colombia,pulsera-cubana-hombre,Pulsera Cubana Hombre,Medida,6mm/20cm,,105000.0,150000.0,pulsera-cubana-hombre--6mm-20cm
CO,Colombia,pulsera-cubana-hombre,Pulsera Cubana Hombre,Medida,8mm/20cm,,114800.0,164000.0,pulsera-cubana-hombre--8mm-20cm
