Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pulsera-cubana-mujer,Pulsera Cubana Mujer,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cubana de 17 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Mujer, Oro laminado, Pulseras",true,Grosor,3mm,,Largo,17cm,,,,,'54286,0.0,shopify,50,deny,manual,34.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/pulsera_Mujer-Cubana-2-mm.jpg?v=1767497107,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-cubana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_cubana_3_mm_17_cm_3.jpg?v=1767497108,2,"",,,,,,,,
pulsera-cubana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_cubana_3_mm_17_cm_2.jpg?v=1767497108,3,"",,,,,,,,
pulsera-grabada-hombre,Pulsera Grabada Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Grabada de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'51189,0.0,shopify,49,deny,manual,39.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_GRABADA_6MM.jpg?v=1769816245,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-grabada-hombre,,,,,,,,,6mm/20cm,,,,,,,,'51200,0.0,shopify,49,deny,manual,42.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_GRABADA_6MM_2.jpg?v=1769816245,2,"",,,,,g,,,
pulsera-grabada-hombre,,,,,,,,,8mm/20cm,,,,,,,,'51220,0.0,shopify,50,deny,manual,55.00,79.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERAGRABADA4MM_2.jpg?v=1769816245,3,"",,,,,g,,,
pulsera-rustica-hombre,Pulsera Rustica Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Rustica de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'52598,0.0,shopify,49,deny,manual,42.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_rustico.webp?v=1767497111,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-rustica-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52600,0.0,shopify,49,deny,manual,45.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_RUSTICA_4MM.jpg?v=1769816335,2,"",,,,,g,,,
pulsera-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_RUSTICA_6MM_0c7bd87b-5562-4267-add5-96e35ee8884a.jpg?v=1769815042,3,"",,,,,,,,
pulsera-veneciana-hombre,Pulsera Veneciana Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Veneciana de 20 cms y 4 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,3mm/20cm,,,,,,,,'52693,0.0,shopify,49,deny,manual,39.00,52.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_VENECIANA_4MM_ee1fec2d-25bf-4a6e-b37b-cc9ce34e9b63.jpg?v=1767497113,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-veneciana-hombre,,,,,,,,,4mm/20cm,,,,,,,,'52695,0.0,shopify,50,deny,manual,42.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERAVENECIANA3MM.jpg?v=1767497115,2,"",,,,,g,,,
pulsera-veneciana-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52700,0.0,shopify,50,deny,manual,55.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_veneciana4mm.jpg?v=1767497113,3,"",,,,,g,,,
pulsera-egipcia-hombre,Pulsera Egipcia Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Egipcia de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'53493,0.0,shopify,50,deny,manual,40.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERAEGIPCIA4MM_2_40d52f39-1bb3-4b27-a231-fc5157e3168f.jpg?v=1767497115,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-egipcia-hombre,,,,,,,,,6mm/20cm,,,,,,,,,0.0,shopify,0,deny,manual,44.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_Egipcia_6_mm_20_cm_3.jpg?v=1767497115,2,"",,,,,g,,,
pulsera-egipcia-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_Egipcia_6_mm_20_cm_2.jpg?v=1767497115,3,"",,,,,,,,
pulsera-chinesca-hombre,Pulsera Chinesca Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Chinesca de 20 cms disponible en 2 dimensiones (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado",true,Grosor,4mm/20cm,,,,,,,,'54883,0.0,shopify,49,deny,manual,40.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0289.jpg?v=1767497117,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-chinesca-hombre,,,,,,,,,6mm/20cm,,,,,,,,'54888,0.0,shopify,50,deny,manual,45.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_CHINA_4MM.jpg?v=1769815628,2,"",,,,,g,,,
pulsera-chinesca-hombre,,,,,,,,,8mm/20cm,,,,,,,,'54890,0.0,shopify,47,deny,manual,55.00,79.00,true,false,,,,,"",,,,,,,,kg,,,
pulsera-cartier-hombre,Pulsera Carter Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'52498,0.0,shopify,47,deny,manual,39.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_CARTIER_7MM_2.jpg?v=1767497120,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-cartier-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52500,0.0,shopify,50,deny,manual,42.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_CARTIER_7MM_4_e1ef81a9-d737-40b3-b1fe-ec0424e17a97.jpg?v=1767497119,2,"",,,,,g,,,
pulsera-cartier-hombre,,,,,,,,,9mm/20cm,,,,,,,,'52540,0.0,shopify,0,deny,manual,55.00,79.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/foto-puesta_carter6mm.webp?v=1767497120,3,"",,,,,g,,,
pulsera-cartier-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/foto-puesta_carter-comparacion.jpg?v=1767497120,4,"",,,,,,,,
pulsera-lazo-hombre,Pulsera Lazo Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Lazo de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'52793,0.0,shopify,50,deny,manual,39.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_LAZO_4MM.jpg?v=1769815675,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-lazo-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52800,0.0,shopify,50,deny,manual,42.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERALAZO8MM.jpg?v=1769815675,2,"",,,,,g,,,
pulsera-lazo-hombre,,,,,,,,,8mm/20cm,,,,,,,,'52830,0.0,shopify,50,deny,manual,55.00,79.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_LAZO_6MM_f8dce243-22e3-4c83-bf41-7143a8cdc62b.jpg?v=1769815675,3,"",,,,,g,,,
pulsera-serpiente-hombre,Pulsera Serpiente Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Serpiente de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'52287,0.0,shopify,50,deny,manual,39.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_SERPIENTE_6MM.jpg?v=1775527202,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-serpiente-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52300,0.0,shopify,49,deny,manual,42.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/foto-puesta_grabada4mm.jpg?v=1769816202,2,"",,,,,g,,,
pulsera-serpiente-hombre,,,,,,,,,8mm/20cm,,,,,,,,'52320,0.0,shopify,50,deny,manual,55.00,79.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/foto-puesta_grabada4mm_2.jpg?v=1769816202,3,"",,,,,g,,,
pulsera-granocafe-hombre,Pulsera Grano de Café Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Gucci de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Grosor,6mm/20cm,,,,,,,,'52900,0.0,shopify,50,deny,manual,49.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Gucci_ancla6mm.webp?v=1767497126,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-granocafe-hombre,,,,,,,,,7mm/20cm,,,,,,,,'52925,0.0,shopify,49,deny,manual,55.00,75.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Gucci_2_ancla-comparacion_2.webp?v=1767497126,2,"",,,,,g,,,
pulsera-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_Gucci_6_mm_20_cm_2_d3c772d8-198e-4709-a78c-5ff7ce2094b3.jpg?v=1767497126,3,"",,,,,,,,
pulsera-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_Gucci_6_mm_20_cm_3.jpg?v=1767497126,4,"",,,,,,,,
pulsera-cubana-hombre,Pulsera Cubana Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cubana de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Grosor,4mm/20cm,,,,,,,,'52390,0.0,shopify,50,deny,manual,39.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_CUBANA_6MM.jpg?v=1769816164,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-cubana-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52395,0.0,shopify,49,deny,manual,42.00,66.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_cubano6mm.webp?v=1769816164,2,"",,,,,g,,,
pulsera-cubana-hombre,,,,,,,,,8mm/20cm,,,,,,,,'52397,0.0,shopify,49,deny,manual,55.00,79.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_Cubana_6_mm_20_cm_3.jpg?v=1769816164,3,"",,,,,g,,,
pulsera-cubana-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_Cubana_6_mm_20_cm_2.jpg?v=1769816164,4,"",,,,,,,,
cadena-egipcia-mujer,Cadena Egipcia Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Egipcia 45 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Grosor,3mm,,Largo,45cm,,,,,'43488,0.0,shopify,50,deny,manual,45.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_9342.jpg?v=1767497134,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-egipcia-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_9339_2.jpg?v=1767497133,2,"",,,,,,,,
cadena-egipcia-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_9338.jpg?v=1767497134,3,"",,,,,,,,
cadena-chinesca-mujer,Cadena Chinesca Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Chinesca 45 cms y 4 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Grosor,4mm,,Largo,45cm,,,,,'44881,0.0,shopify,50,deny,manual,49.00,65.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMACHINESCA4MM_cd7d743d-d03b-461b-ae8d-b673bd888944.jpg?v=1767497133,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-chinesca-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMACHINESCA4MM_2.jpg?v=1767497133,2,"",,,,,,,,
cadena-cartier-mujer,Cadena Carter Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 45 cms y 3 mm grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Grosor,3mm,,Largo,45cm,,,,,'42490,0.0,shopify,50,deny,manual,45.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAS_mujer_CARTER_2.webp?v=1767497134,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cartier-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_mujer_CARTER-2MM.jpg?v=1767497134,2,"",,,,,,,,
cadena-cubana-mujer,Cadena Cubana Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cubana de 45 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Medida,3mm/45cm,,,,,,,,'42389,0.0,shopify,49,deny,manual,45.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAS_mujer_CUBANA_2.webp?v=1767497136,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cubana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_mujer_CUBANA-2MM_1b1b6ff1-2df0-4303-88df-692cbbdbf08e.webp?v=1767497136,2,"",,,,,,,,
cadena-grabada-hombre,Cadena Grabada,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Grabada 65 cms disponible en 2 medidas (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'41189,0.0,shopify,43,deny,manual,63.00,90.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA-GRABADA-6MM_19fc5c40-5282-41dd-9df4-f2898b87fd5d.webp?v=1769810370,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-grabada-hombre,,,,,,,,,6mm/65cm,,,,,,,,'41200,0.0,shopify,49,deny,manual,73.00,103.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAS_GRABADA_6MM.jpg?v=1769814156,2,"",,,,,g,,,
cadena-grabada-hombre,,,,,,,,,8mm/65cm,,,,,,,,'41220,0.0,shopify,49,deny,manual,82.00,117.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0316.jpg?v=1769810365,3,"",,,,,kg,,,
cadena-grabada-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA-GRABADA-4MM_1a2d2d56-7b83-4336-a434-2d669d5204b7.jpg?v=1769810365,4,"",,,,,,,,
cadena-grabada-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAGRABADA6MM_5_8e9a7dee-8326-4245-a80c-2b37a486dea4.jpg?v=1769810365,5,"",,,,,,,,
cadena-grabada-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAGRABADA4MM.jpg?v=1769810365,6,"",,,,,,,,
cadena-grabada-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAGRABADA8MM.jpg?v=1769810365,7,"",,,,,,,,
